,LU0996182647,,2022-06-27,209.18
,LU0996182647,,2022-06-28,207.68
,LU0996182647,,2022-06-29,207.64
,LU0996182647,,2022-06-30,205.8
,LU0996182647,,2022-07-01,208.17
,LU0996182647,,2022-07-05,210.82
,LU0996182647,,2022-07-06,212.38
,LU0996182647,,2022-07-07,216.2
,LU0996182647,,2022-07-08,216.26
,LU0996182647,,2022-07-11,215.69
,LU0996182647,,2022-07-12,214.91
,LU0996182647,,2022-07-13,212.84
,LU0996182647,,2022-07-14,213.27
,LU0996182647,,2022-07-15,215.54
,LU0996182647,,2022-07-18,213.03
,LU0996182647,,2022-07-19,216.99
,LU0996182647,,2022-07-20,219.05
,LU0996182647,,2022-07-21,221.03
,LU0996182647,,2022-07-22,219.13
,LU0996182647,,2022-07-25,219.42
,LU0996182647,,2022-07-26,219.13
,LU0996182647,,2022-07-27,223.53
,LU0996182647,,2022-07-28,225.68
,LU0996182647,,2022-07-29,227.95
,LU0996182647,,2022-08-01,226.48
,LU0996182647,,2022-08-02,226.34
,LU0996182647,,2022-08-03,230.15
,LU0996182647,,2022-08-04,228.75
,LU0996182647,,2022-08-05,229.01
,LU0996182647,,2022-08-08,228.42
,LU0996182647,,2022-08-09,227.06
,LU0996182647,,2022-08-10,229.07
,LU0996182647,,2022-08-11,229.4
,LU0996182647,,2022-08-12,234.35
,LU0996182647,,2022-08-15,236.15
,LU0996182647,,2022-08-16,236.52
,LU0996182647,,2022-08-17,235.27
,LU0996182647,,2022-08-18,236.39
,LU0996182647,,2022-08-19,235.17
,LU0996182647,,2022-08-22,232.55
,LU0996182647,,2022-08-23,231.46
,LU0996182647,,2022-08-24,231.82
,LU0996182647,,2022-08-25,234.97
,LU0996182647,,2022-08-26,227.87
,LU0996182647,,2022-08-29,226.42
,LU0996182647,,2022-08-30,224.34
,LU0996182647,,2022-08-31,221.35
,LU0996182647,,2022-09-01,222.5
,LU0996182647,,2022-09-02,220.19
,LU0996182647,,2022-09-05,221.73
,LU0996182647,,2022-09-06,221.19
,LU0996182647,,2022-09-07,222.71
,LU0996182647,,2022-09-08,224.44
,LU0996182647,,2022-09-09,226.45
,LU0996182647,,2022-09-12,227.41
,LU0996182647,,2022-09-13,221.73
,LU0996182647,,2022-09-14,221.95
,LU0996182647,,2022-09-15,219.82
,LU0996182647,,2022-09-16,217.09
,LU0996182647,,2022-09-19,218.3
,LU0996182647,,2022-09-20,216.56
,LU0996182647,,2022-09-21,215.79
,LU0996182647,,2022-09-22,214.89
,LU0996182647,,2022-09-23,212.9
,LU0996182647,,2022-09-26,211.51
,LU0996182647,,2022-09-27,211.72
,LU0996182647,,2022-09-28,214.59
,LU0996182647,,2022-09-29,208.52
,LU0996182647,,2022-09-30,205.84
,LU0996182647,,2022-10-04,214
,LU0996182647,,2022-10-05,215.18
,LU0996182647,,2022-10-07,209.56
,LU0996182647,,2022-10-10,209.27
,LU0996182647,,2022-10-11,207.55
,LU0996182647,,2022-10-12,207.03
,LU0996182647,,2022-10-13,210.51
,LU0996182647,,2022-10-14,206.74
,LU0996182647,,2022-10-18,211.63
,LU0996182647,,2022-10-19,211.3
,LU0996182647,,2022-10-20,209.28
,LU0996182647,,2022-10-21,213.02
,LU0996182647,,2022-10-24,213.91
,LU0996182647,,2022-10-25,216
,LU0996182647,,2022-10-26,213.94
,LU0996182647,,2022-10-27,213.99
,LU0996182647,,2022-10-28,218.33
,LU0996182647,,2022-10-31,218.66
,LU0996182647,,2022-11-01,218.8
,LU0996182647,,2022-11-02,214.68
,LU0996182647,,2022-11-03,214.5
,LU0996182647,,2022-11-04,214.83
,LU0996182647,,2022-11-07,214.85
,LU0996182647,,2022-11-08,212
,LU0996182647,,2022-11-09,208.93
,LU0996182647,,2022-11-10,216.38
,LU0996182647,,2022-11-11,216.46
,LU0996182647,,2022-11-14,214.76
,LU0996182647,,2022-11-15,216
,LU0996182647,,2022-11-16,213.55
,LU0996182647,,2022-11-17,213.74
,LU0996182647,,2022-11-18,214.56
,LU0996182647,,2022-11-21,215.6
,LU0996182647,,2022-11-22,217.4
,LU0996182647,,2022-11-23,217.31
,LU0996182647,,2022-11-24,217.31
,LU0996182647,,2022-11-25,217.18
,LU0996182647,,2022-11-28,214.63
,LU0996182647,,2022-11-29,215.04
,LU0996182647,,2022-11-30,220.95
,LU0996182647,,2022-12-01,218.56
,LU0996182647,,2022-12-02,218.29
,LU0996182647,,2022-12-05,214.14
,LU0996182647,,2022-12-06,212.05
,LU0996182647,,2022-12-07,211.4
,LU0996182647,,2022-12-08,211.71
,LU0996182647,,2022-12-09,211.38
,LU0996182647,,2022-12-12,213.26
,LU0996182647,,2022-12-13,213.6
,LU0996182647,,2022-12-14,212.62
,LU0996182647,,2022-12-15,207.03
,LU0996182647,,2022-12-16,205.27
,LU0996182647,,2022-12-19,204.37
,LU0996182647,,2022-12-20,203.89
,LU0996182647,,2022-12-21,206.94
,LU0996182647,,2022-12-22,204.84
,LU0996182647,,2022-12-23,205.38
,LU0996182647,,2022-12-27,204.36
,LU0996182647,,2022-12-28,202.91
,LU0996182647,,2022-12-29,204.93
,LU0996182647,,2022-12-30,204.08
,LU0996182647,,2023-01-02,204.4
,LU0996182647,,2023-01-03,206.22
,LU0996182647,,2023-01-04,207.19
,LU0996182647,,2023-01-05,206.35
,LU0996182647,,2023-01-05,206.35
,LU0996182647,,2023-01-05,206.35
,LU0996182647,,2023-01-06,209.24
,LU0996182647,,2023-01-09,207.69
,LU0996182647,,2023-01-10,208.41
,LU0996182647,,2023-01-11,210.37
,LU0996182647,,2023-01-12,210.87
,LU0996182647,,2023-01-16,211.68
,LU0996182647,,2023-01-17,212.29
,LU0996182647,,2023-01-18,209.94
,LU0996182647,,2023-01-19,208.55
,LU0996182647,,2023-01-20,210.85
,LU0996182647,,2023-01-23,212.52
,LU0996182647,,2023-01-23,212.52
,LU0996182647,,2023-01-25,211.89
